"label" "u-r" "F378-r" "F395-r" "F410-r" "F430-r" "g-r" "F515-r" "r-F660" "r-i" "r-F861" "r-z"
"t04500_g+1.0_p02p00_sed.fits.sed" 2 4.02720266445931 3.83311314579956 3.67867630358885 2.46550551844945 1.9678427459076 1.03227367240797 0.71313271145123 -0.122590207448702 -0.291137181383291 -0.388961354344978 -0.438058818941656
"t04500_g+1.0_p02p04_sed.fits.sed" 2 4.09071623434278 3.72440505471719 3.8876286951167 2.41406979400647 1.94338722221281 1.06616067873301 0.75498387951005 -0.143977071488436 -0.340810321900676 -0.415115253936222 -0.483207020326546
"t04500_g+1.5_m01p04_sed.fits.sed" 2 3.58953686806744 3.23587556989602 3.33451988399472 2.08895758002308 1.75146165258205 0.973146430410402 0.700516754029394 -0.130538332290037 -0.331037119101794 -0.421715385766348 -0.477544495269719
"t04500_g+1.5_m03p04_sed.fits.sed" 2 3.39737158764935 3.04277151902017 3.15906321408193 1.97218254076319 1.68390741557554 0.935182517810723 0.665863849569874 -0.124660363704223 -0.326378121771064 -0.420446110046008 -0.473731274927566
"t04500_g+1.5_m05p00_sed.fits.sed" 2 3.32690647201306 3.04744818787704 2.85968375216508 1.95932770543811 1.72540217747274 0.90923472004404 0.614100427185946 -0.114041702419577 -0.306798229631781 -0.417886282837998 -0.456503343457385
"t04500_g+1.5_m05p04_sed.fits.sed" 2 3.23445227493702 2.86825633171597 2.99530337689809 1.8716948675219 1.62779844998173 0.90337650089603 0.635299201813545 -0.120299142119698 -0.32417759856127 -0.42180890945162 -0.472992236654129
"t04500_g+1.5_m08p04_sed.fits.sed" 2 3.04376768693904 2.64845853887118 2.77611035641323 1.7530356717736 1.56420477364845 0.867757652346995 0.599403665157951 -0.116158333309613 -0.324171014906277 -0.427250584293276 -0.47597789963514
"t04500_g+1.5_m10p00_sed.fits.sed" 2 3.09612915686891 2.7194652428626 2.5744081018527 1.7839341643695 1.65339855099803 0.871677140836908 0.572788859378321 -0.113108419514802 -0.320700511365445 -0.436664544996233 -0.47494283129442
"t04500_g+1.5_m10p04_sed.fits.sed" 2 2.95053361982383 2.53130224897445 2.65127088760826 1.69511789305622 1.53489237845169 0.851438107164292 0.581090224497395 -0.114620776996411 -0.325889299448917 -0.432367024848517 -0.479606451581894
"t04500_g+1.5_m13p04_sed.fits.sed" 2 2.85443745882962 2.39801430997733 2.49469103499908 1.63581006238741 1.50730905056771 0.836744805946417 0.561921855903357 -0.11377166960802 -0.329629173423271 -0.44101151877549 -0.486157170961555
"t04500_g+1.5_p00p00_sed.fits.sed" 2 3.68873009112998 3.48268472316538 3.24573173584068 2.22766031114829 1.84695476001358 0.976976008807377 0.681682147693977 -0.119235279283359 -0.297227473623082 -0.403475597199446 -0.445230679931832
"t04500_g+1.5_p00p04_sed.fits.sed" 2 3.69639444714687 3.33930411164975 3.42408661468987 2.15404853171694 1.79027141251393 0.995305992767427 0.720849754183149 -0.13431910270404 -0.334801691257589 -0.42399080290145 -0.481243121234613
"t04500_g+1.5_p02p00_sed.fits.sed" 2 3.87327957764066 3.67997053300226 3.42442354379301 2.35749993698244 1.91146697788575 1.01288951855805 0.715795832727743 -0.12302937509596 -0.296679878403026 -0.401121294964831 -0.445329492244312
"t04500_g+1.5_p02p04_sed.fits.sed" 2 3.91739588575648 3.54548680368462 3.60166241956995 2.28970750177611 1.87380273317397 1.04331975069701 0.763278465661273 -0.143229375312373 -0.345549192184272 -0.432246524464453 -0.492782741345842
"t04500_g+2.0_m01p04_sed.fits.sed" 2 3.43002984204807 3.08622555199396 3.10175841049275 1.98973097961246 1.6915453858834 0.954415727953027 0.721453637894001 -0.129591460291834 -0.332725142622152 -0.430203549709667 -0.482272106559414
"t04500_g+2.0_m03p04_sed.fits.sed" 2 3.25292775135605 2.91392810885183 2.94612500732889 1.88826464793141 1.63171265337765 0.919358010323286 0.686992373914968 -0.12398071203733 -0.3275313614065 -0.42725311430106 -0.477437948007555
"t04500_g+2.0_m05p00_sed.fits.sed" 2 3.19229136786227 2.94266103574385 2.69721715153335 1.87984152855993 1.67626942841945 0.890321987595023 0.620855953742996 -0.113399973898872 -0.307930946488788 -0.420749443895424 -0.458508868846316
"t04500_g+2.0_m05p04_sed.fits.sed" 2 3.09585931850086 2.75216776165678 2.79848540694066 1.79635226365419 1.57822783902687 0.887825086007759 0.654213698734623 -0.119600194091099 -0.324508791083019 -0.426885504240445 -0.475463742369975
"t04500_g+2.0_m08p04_sed.fits.sed" 2 2.90631603239662 2.54532134545158 2.60322780703465 1.68608060153928 1.51644396806275 0.851074619279395 0.613710816573075 -0.115169708351445 -0.323021084164793 -0.429563676980742 -0.476289478363249
"t04500_g+2.0_m10p00_sed.fits.sed" 2 2.95336730274339 2.62417614670731 2.43998541371004 1.70884880852006 1.60197871106891 0.847196344221103 0.570361697964515 -0.111139225956038 -0.317501933186236 -0.43417618484191 -0.472005026536891
"t04500_g+2.0_m10p04_sed.fits.sed" 2 2.81067402886187 2.43265293787535 2.49199492605942 1.63009844258677 1.48646341388909 0.832682283077354 0.59116129707931 -0.113266966989691 -0.323522202826481 -0.43282154562592 -0.478376294508365
"t04500_g+2.0_m13p04_sed.fits.sed" 2 2.70479801074652 2.29884712297449 2.35202870158398 1.56855914299383 1.45534897441622 0.813555917868655 0.564835307093468 -0.11178819607688 -0.325600352048262 -0.438622938890269 -0.482501986614025
"t04500_g+2.0_p00p00_sed.fits.sed" 2 3.54729851057981 3.35075602084837 3.04579878026447 2.13363112491794 1.79595644960428 0.960474609651854 0.695059438637557 -0.119487286008145 -0.302001288191214 -0.411384519281611 -0.450993427935572
"t04500_g+2.0_p00p04_sed.fits.sed" 2 3.52880540978347 3.1784990828842 3.18210524252341 2.04486904068392 1.72435065456538 0.973652905816664 0.740886431380432 -0.133016827127413 -0.336126034027892 -0.432568011093011 -0.485720717095653
"t04500_g+2.0_p02p00_sed.fits.sed" 2 3.71937068910447 3.52919573919562 3.20562032921384 2.25172439121759 1.85515699414455 0.995000157753836 0.729690935298898 -0.123421361748058 -0.302324685909198 -0.410707988657514 -0.451998498437881
"t04500_g+2.0_p02p04_sed.fits.sed" 2 3.73658125355011 3.36442317078394 3.34262103679325 2.15966408851528 1.79303257179767 1.01363462667329 0.777967372478784 -0.140952995744861 -0.345882163053844 -0.440884024959331 -0.49646120217227
"t04500_g+2.5_m01p04_sed.fits.sed" 2 3.29582638364334 2.96084726358066 2.91826828546584 1.90216374833184 1.63679249285833 0.937794724879268 0.755164583062921 -0.128178704160575 -0.332107400206141 -0.433589628888036 -0.483531189207284
"t04500_g+2.5_m03p04_sed.fits.sed" 2 3.12834556516182 2.80517591115187 2.78147029239256 1.81411216601025 1.58436465773124 0.906352893127178 0.721083921683594 -0.123069887641869 -0.327353527581188 -0.430566785106073 -0.479055736303025
"t04500_g+2.5_m05p00_sed.fits.sed" 2 3.09101198279735 2.8663177576519 2.58768859243654 1.81715210595289 1.63935024640533 0.879065400841618 0.642612137776943 -0.113276288919742 -0.309883689977269 -0.423118501134951 -0.461115710623289
"t04500_g+2.5_m05p04_sed.fits.sed" 2 2.98138453532176 2.66108014791752 2.65416265233836 1.73594805987736 1.53845383021827 0.878032721948188 0.68773025967586 -0.119004213984113 -0.324353361736719 -0.429609869924789 -0.476816969669017
"t04500_g+2.5_m08p04_sed.fits.sed" 2 2.8047862484494 2.4757535343206 2.48616186914935 1.63893227988223 1.48216317048357 0.842433279456579 0.643195546201845 -0.114605745502416 -0.322291673620207 -0.430829415447015 -0.476530880846767
"t04500_g+2.5_m10p00_sed.fits.sed" 2 2.85502714831361 2.56531212940411 2.35705780598192 1.65675373744594 1.56672590413366 0.833126827989815 0.582680324100671 -0.110096759203884 -0.316336480623015 -0.432900092560388 -0.471060547340173
"t04500_g+2.5_m10p04_sed.fits.sed" 2 2.71105828003254 2.37043551451831 2.38820423106145 1.58665481863022 1.45267686872354 0.823185149793311 0.616706985877073 -0.112541974478567 -0.322171495911284 -0.433022464187069 -0.477788350757386
"t04500_g+2.5_m13p04_sed.fits.sed" 2 2.60293399681157 2.2415122867681 2.26377045772276 1.52699212416128 1.42087190918217 0.801646491777717 0.583422748773337 -0.110584727719598 -0.32330104575194 -0.437101701196674 -0.480421385144773
"t04500_g+2.5_p00p00_sed.fits.sed" 2 3.42425909794344 3.23611556676553 2.89275093898672 2.0459498388764 1.74895318191896 0.946851761450056 0.721793241938464 -0.119661211662958 -0.306218836161065 -0.416745218240457 -0.455719234981139
"t04500_g+2.5_p00p04_sed.fits.sed" 2 3.38879215959587 3.04422871149637 2.99011914251265 1.94937779563452 1.66494744132317 0.954494612556644 0.774136152993542 -0.131225087605422 -0.334945852279986 -0.435592334164333 -0.486379159690138
"t04500_g+2.5_p02p00_sed.fits.sed" 2 3.58643087689313 3.39813663866904 3.0344397463498 2.15389870381095 1.80336835626429 0.97946417472992 0.756886773360804 -0.123498842666891 -0.306645383607183 -0.416476316713315 -0.456509277113881
"t04500_g+2.5_p02p04_sed.fits.sed" 2 3.58824105816785 3.21476520509474 3.13524639500144 2.04983164418083 1.72498688113092 0.990459088896564 0.811391628909483 -0.138964798393317 -0.343681503973627 -0.443176003526553 -0.495996094897912
"t04500_g+3.0_m01p04_sed.fits.sed" 2 3.2008049389917 2.87155451919654 2.79311264759961 1.83491405733114 1.59653626802779 0.929217722060649 0.804732191475622 -0.127553153235233 -0.331332363693555 -0.434843191212792 -0.484030897438998
"t04500_g+3.0_m03p04_sed.fits.sed" 2 3.04344082534169 2.7340295445718 2.67677455665089 1.76088372480525 1.552295905527 0.901755123633386 0.772377823428137 -0.122701413491868 -0.326413419692521 -0.430978251701653 -0.478938154344135
"t04500_g+3.0_m05p00_sed.fits.sed" 2 3.02261056240454 2.81824438134795 2.52545599025426 1.76862167418904 1.61334780582666 0.874492205153757 0.679959982400369 -0.113473700007276 -0.311828639539705 -0.424365030444186 -0.463408749329325
"t04500_g+3.0_m05p04_sed.fits.sed" 2 2.90418612988991 2.60427793204762 2.56517006054819 1.69252074293423 1.51080598645913 0.874839299801089 0.736417132713513 -0.118645062027845 -0.323579091061532 -0.429977408625511 -0.47673665241809
"t04500_g+3.0_m08p04_sed.fits.sed" 2 2.73724858589126 2.43703036483705 2.41862032784908 1.60690324498358 1.459537507794 0.840596536894026 0.687723027734286 -0.114305193687962 -0.321468168559754 -0.430659491790863 -0.476145329119419
"t04500_g+3.0_m10p04_sed.fits.sed" 2 2.64838957672519 2.34132343888387 2.33301044224378 1.56046894765156 1.43256387155805 0.821641160268129 0.657750163455546 -0.112185833559082 -0.321122303872059 -0.432292338619988 -0.476933539820486
"t04500_g+3.0_p00p00_sed.fits.sed" 2 3.33509580496344 3.15273370605481 2.79501281853398 1.9746550685737 1.71460248254412 0.940434860589249 0.765588759806377 -0.120251794736262 -0.309856984829878 -0.419816440579496 -0.459392956166994
"t04500_g+3.0_p00p04_sed.fits.sed" 2 3.28912122524432 2.94605916460335 2.85534610923701 1.87441124643654 1.61975946928408 0.943200062893695 0.821655935154119 -0.130384224694836 -0.3344254766332 -0.437539033921226 -0.487393884962415
"t04500_g+3.0_p02p00_sed.fits.sed" 2 3.48651714770335 3.29674607739486 2.91790219612056 2.07059737101876 1.76298650044141 0.970358208394714 0.800142643337587 -0.124013035834416 -0.310688547489995 -0.420272301404175 -0.460497543762109
"t04500_g+3.0_p02p04_sed.fits.sed" 2 3.48167237207858 3.1015813921079 2.98399671414553 1.95937641518726 1.66994178221051 0.973183300884827 0.856581404785359 -0.137371858573132 -0.342408021015835 -0.444939559949169 -0.49634681270846
"t04500_g+3.5_m01p04_sed.fits.sed" 2 3.15288046372028 2.82509667213176 2.7284068210344 1.79135055702758 1.57611580833201 0.93070941751845 0.869950315948017 -0.12811139686832 -0.331748921465817 -0.436064588255547 -0.485430066450995
"t04500_g+3.5_m03p04_sed.fits.sed" 2 3.00152617368241 2.70102851337603 2.62713742407198 1.72693578304685 1.53607487610955 0.904536178708106 0.836272261531839 -0.122881040192397 -0.325863618317811 -0.430683529103447 -0.478834818871405
"t04500_g+3.5_m05p04_sed.fits.sed" 2 2.8682269495234 2.583675848651 2.52862211353824 1.66783659867483 1.49870967843759 0.879741793475802 0.799495191730067 -0.118934425904754 -0.323037640906875 -0.429278184805305 -0.47637109999647
"t04500_g+3.5_p00p00_sed.fits.sed" 2 3.28685855047931 3.10440698214629 2.75001590551002 1.92255112685477 1.6960811671472 0.941526234158204 0.824143154895204 -0.121285227909745 -0.313111798657893 -0.421450783440939 -0.462522330564063
"t04500_g+3.5_p00p04_sed.fits.sed" 2 3.23777701281039 2.89193425259117 2.78186229722464 1.82545914460903 1.59671903470525 0.944124995013269 0.886814710347601 -0.131342788704814 -0.336022998923205 -0.440483202892153 -0.490559303369686
"t04500_g+3.5_p02p00_sed.fits.sed" 2 3.42980469409209 3.23287203301746 2.85840739683444 2.00876364662928 1.74121948778098 0.970939209590483 0.860958332772341 -0.125588928700125 -0.31502912193416 -0.423083564486859 -0.464636740274258
"t04500_g+3.5_p02p04_sed.fits.sed" 2 3.41393203302125 3.02474084756936 2.88648440361087 1.89317866621664 1.63548633882617 0.968163877599274 0.914201632218031 -0.138353838026163 -0.346143631002022 -0.451696694788957 -0.503144019496254
"t04500_g+4.0_m01p04_sed.fits.sed" 2 3.14062605148598 2.81075197972702 2.7108270869136 1.76599539716669 1.5720603056567 0.940468906910084 0.94451201587416 -0.130177215423899 -0.334166709709635 -0.438868047012939 -0.489147719564045
"t04500_g+4.0_p00p04_sed.fits.sed" 2 3.21918513524756 2.86863212153711 2.7553207316984 1.79349762110352 1.58897367975297 0.9522482941383 0.959570199483927 -0.133802974811857 -0.339726325975747 -0.445222078567831 -0.496196799691688
"t04500_g+4.0_p02p00_sed.fits.sed" 2 3.40889856549811 3.19824714682692 2.84386744888242 1.96569257444891 1.73575014636515 0.978963307951709 0.932402478311154 -0.128201707739301 -0.320152115367833 -0.426346796467165 -0.470044083103616
"t04500_g+4.0_p02p04_sed.fits.sed" 2 3.37639319048307 2.97880867974963 2.83582560361003 1.84566494746316 1.61822926088527 0.97265511525007 0.981052411150806 -0.142273266318242 -0.354779584004049 -0.463388481338733 -0.515881823296588
"t04500_g+4.5_m01p04_sed.fits.sed" 2 3.15456185616781 2.8205181513141 2.72736831984374 1.7559157648608 1.58270501473185 0.958685103305037 1.02597923103428 -0.134819060073241 -0.340537715783142 -0.445659146045912 -0.49750788120236
"t04500_g+4.5_m03p04_sed.fits.sed" 2 3.02979770995129 2.73119308467297 2.6597776257085 1.71543800415022 1.55609321346332 0.93919622894326 0.999757896522446 -0.128456493903101 -0.331295549509697 -0.434744734862591 -0.485466394710514
"t04500_g+4.5_m05p00_sed.fits.sed" 2 3.04802130455873 2.8587430051764 2.58935378556737 1.73863327290906 1.62617086183333 0.911628666251545 0.885078431470106 -0.118218289841302 -0.31765094272513 -0.423011289599614 -0.467681279452435
"t04500_g+4.5_m05p04_sed.fits.sed" 2 2.91397736154855 2.64134654083333 2.58650962948593 1.67430390595482 1.52638270790816 0.917923890231499 0.966948028940628 -0.123313069213005 -0.325282816827787 -0.428360054619432 -0.477958216048933
"t04500_g+4.5_m08p04_sed.fits.sed" 2 2.77163553428672 2.52018443375925 2.48006142363482 1.61882121146633 1.48422319768737 0.887756927493584 0.91324876275597 -0.117833522095225 -0.321344357167888 -0.425572172752396 -0.473574354824351
"t04500_g+4.5_m10p00_sed.fits.sed" 2 2.86727387354994 2.64713765100736 2.41325114761101 1.64111113445184 1.56651237173633 0.868245897480875 0.783962242896692 -0.113908113400036 -0.320475384445686 -0.430012406051603 -0.472577569822633
"t04500_g+4.5_m10p04_sed.fits.sed" 2 2.69608330303412 2.44698668282935 2.41093773430195 1.58795232174971 1.4595732186734 0.870065843782228 0.875181082244005 -0.115495866017682 -0.320897790093966 -0.426592241780867 -0.473411992529847
"t04500_g+4.5_m13p04_sed.fits.sed" 2 2.61284452583316 2.3523994276086 2.31423090993756 1.55406825797451 1.43154288804869 0.849150697172803 0.815861855206848 -0.113519860796067 -0.322491944749608 -0.431112363465218 -0.475846006491508
"t04500_g+4.5_p00p00_sed.fits.sed" 2 3.30081160711867 3.09379364249162 2.78455633824254 1.88015054237564 1.71089106694681 0.971062338834329 0.980804361878974 -0.127572027916536 -0.322211462218256 -0.425839849997104 -0.471761155799904
"t04500_g+4.5_p00p04_sed.fits.sed" 2 3.22281153613412 2.86736238843322 2.76116158661966 1.77566730072834 1.59505623680739 0.967964991566305 1.0371865658984 -0.138970015636737 -0.347806605835302 -0.454551639077657 -0.507130307030053
"t04500_g+4.5_p02p00_sed.fits.sed" 2 3.41908541340294 3.18858667066306 2.86309850064097 1.94300492888495 1.74690770170751 0.995614604884977 1.01286982368821 -0.132693953120331 -0.326794279105265 -0.431104566923281 -0.477447635786795
"t04500_g+4.5_p02p04_sed.fits.sed" 2 3.35397228422553 2.95178700443679 2.81593185354343 1.80927233861534 1.61232023279378 0.98191197332013 1.04891578787069 -0.148605056627694 -0.367446800187608 -0.479374016500337 -0.533534328375687
"t04500_g+5.0_m01p04_sed.fits.sed" 2 3.18195161811235 2.8454977198017 2.76205855216999 1.75888899595208 1.60657372778476 0.982909413170439 1.10606155398341 -0.142048820424797 -0.351199487592609 -0.457124362376746 -0.510784340020535
"t04500_g+5.0_m03p04_sed.fits.sed" 2 3.07958095369852 2.77720487480065 2.7123547701725 1.73477436288871 1.58915013290908 0.968779402600305 1.08687632791635 -0.134719266555834 -0.338748942667401 -0.441460410550157 -0.493677314532455
"t04500_g+5.0_m05p00_sed.fits.sed" 2 3.11458327969405 2.90066916092992 2.64069367162312 1.77609147397167 1.66033292338517 0.943996639420497 0.95650103593119 -0.124050481515177 -0.32658451583827 -0.430681019822927 -0.476219681745278
"t04500_g+5.0_m05p04_sed.fits.sed" 2 2.97966898971599 2.7020116501263 2.64657216070021 1.70877986742918 1.56569798715971 0.951604974579077 1.05452715786436 -0.129044718458346 -0.332103154340182 -0.433866505713809 -0.484493767180446
"t04500_g+5.0_m08p04_sed.fits.sed" 2 2.85257155858548 2.59197861829428 2.53864399552218 1.66914205653686 1.527248702913 0.92435804210146 0.99223002650681 -0.123437858560017 -0.329151619974191 -0.432369113931479 -0.480609566054952
"t04500_g+5.0_m10p00_sed.fits.sed" 2 2.94058092440468 2.69531137475668 2.45394678415367 1.68942309248406 1.59833176745067 0.900152490160465 0.836660881898396 -0.119677984135535 -0.330618424428494 -0.440163974931906 -0.482461248270553
"t04500_g+5.0_m10p04_sed.fits.sed" 2 2.78268240666797 2.52185671057831 2.46478173057375 1.64443986279653 1.50241488890716 0.907145433791165 0.946666160785504 -0.121270502769136 -0.329524578915937 -0.434726436960432 -0.481259992403722
"t04500_g+5.0_m13p04_sed.fits.sed" 2 2.69998005760852 2.4265897654792 2.35991918892184 1.61175536171476 1.47024861564068 0.884277868113237 0.876445300687465 -0.119026988311937 -0.331716661662362 -0.440489406564005 -0.484513678907561
"t04500_g+5.0_p00p00_sed.fits.sed" 2 3.34627654237767 3.11807130109558 2.83510675722273 1.89090667612835 1.74277614972974 0.998596673523096 1.06303899400115 -0.133757065897598 -0.329667312162769 -0.431061233960619 -0.479218043809695
"t04500_g+5.0_p00p04_sed.fits.sed" 2 3.23598046653809 2.87936696456106 2.78420253427521 1.76916043938973 1.61324751753337 0.988811614776488 1.11175951626772 -0.14678171584881 -0.360521686256099 -0.469008231497284 -0.523517632649757
"t04500_g+5.0_p02p00_sed.fits.sed" 2 3.44825017540141 3.19621889193978 2.90049229317984 1.9398214688552 1.77322224106776 1.0199957287086 1.0947373718291 -0.139664047054197 -0.335867117675427 -0.438463056112447 -0.487408656453894
"t04500_g+5.0_p02p04_sed.fits.sed" 2 3.33472027452792 2.93418109349189 2.81149827938402 1.78291511448008 1.61718102942426 0.995277881088839 1.11260408853307 -0.157527101317726 -0.385273337855146 -0.501038136161341 -0.557308322895594
"t04500_g+5.5_m10p00_sed.fits.sed" 2 2.99639949495671 2.72665471589576 2.47626320781766 1.73376622933876 1.61450080477435 0.930431226856783 0.888006912269915 -0.125613939267893 -0.340535194396026 -0.450218922013349 -0.491920092113318
"t04500_g+5.5_m13p04_sed.fits.sed" 2 2.78008334075568 2.49005323081697 2.39259406264256 1.66806078302903 1.50066800215397 0.918833370011733 0.934830771082083 -0.124860840397552 -0.340824123604577 -0.449531934075729 -0.492743589838533
"t04750_g+0.5_m01p04_sed.fits.sed" 2 3.42217205920594 3.02064215781516 3.52115597821012 1.96742162860612 1.61554802478106 0.883947165804258 0.578711386903308 -0.109035848529842 -0.268494166282807 -0.30126638924478 -0.369091934416794
"t04750_g+0.5_m03p04_sed.fits.sed" 2 3.28334538912476 2.84009049533253 3.33569789151253 1.85819111466069 1.56185072536496 0.85594649910864 0.555591593339095 -0.105372835905314 -0.270310008864286 -0.311939808193131 -0.374741287392879
"t04750_g+0.5_m05p00_sed.fits.sed" 2 3.25642080045079 2.7978410851583 2.95245897161053 1.83652073607118 1.61108890127582 0.855738683581933 0.547359555074543 -0.100977624060576 -0.269898185885104 -0.34000140734004 -0.382661878839741
"t04750_g+0.5_m05p04_sed.fits.sed" 2 3.17212559868339 2.68491651478401 3.16053535063151 1.76928724627219 1.51950466842746 0.835055162543313 0.53808443404597 -0.103145889603105 -0.273869350029585 -0.323832862222268 -0.382340150688144
"t04750_g+0.5_m08p04_sed.fits.sed" 2 3.04786801048311 2.50013845194456 2.91762087066933 1.67034670194493 1.47181972007256 0.814423140786033 0.520677006566039 -0.101726596857503 -0.280701807716639 -0.342288015291118 -0.394935256548109
"t04750_g+0.5_m10p00_sed.fits.sed" 2 3.07648953771555 2.50037093726015 2.60296957391725 1.68268670540711 1.53304060320566 0.829834751989296 0.524676143094894 -0.102572753171799 -0.29010714039724 -0.373136990016022 -0.412335191119979
"t04750_g+0.5_m10p04_sed.fits.sed" 2 2.98887550699443 2.40496115445029 2.76995993146961 1.62417453010654 1.44841527019037 0.806666559635595 0.514197505760869 -0.101634566757504 -0.285777953387083 -0.354601803689363 -0.40374798560137
"t04750_g+0.5_p00p00_sed.fits.sed" 2 3.52645997999186 3.20773309089772 3.3602418821457 2.08338121422248 1.71305820523259 0.904931593682107 0.593477244071167 -0.101966837201317 -0.247290510875104 -0.303884406189432 -0.352460670421131
"t04750_g+0.5_p00p04_sed.fits.sed" 2 3.50306779386644 3.12224426263218 3.61531135900908 2.03027132312883 1.64730574350471 0.901048526266635 0.593116296700636 -0.111623577911821 -0.268408143412401 -0.296684223932836 -0.367227617287377
"t04750_g+0.5_p02p00_sed.fits.sed" 2 3.66658190619867 3.40233920106717 3.53942459262866 2.207995013865 1.76510432912374 0.932978526529965 0.619652667822734 -0.103689455782437 -0.239750549003773 -0.290380952507419 -0.342955253133866
"t04750_g+1.0_m01p04_sed.fits.sed" 2 3.27457000857468 2.9004775257831 3.24553685080179 1.86860904614118 1.56488115746225 0.861704008906194 0.57093186858723 -0.108601248821195 -0.269046939940793 -0.316677092915405 -0.374174168429484
"t04750_g+1.0_m03p04_sed.fits.sed" 2 3.1209819654654 2.71571835046895 3.06675093174861 1.75773233970067 1.50626675845493 0.829488519906143 0.544714694791054 -0.1042419653119 -0.268614712273283 -0.322794424000485 -0.376596482186322
"t04750_g+1.0_m05p00_sed.fits.sed" 2 3.07544868599653 2.67858990475681 2.71849255296323 1.73713884042885 1.55115537391376 0.821149461063833 0.527265560430394 -0.0980815458975712 -0.262716234314908 -0.339014540892848 -0.376346242375512
"t04750_g+1.0_m05p04_sed.fits.sed" 2 2.99342437116986 2.55426454287826 2.8987318244677 1.66632719537554 1.45926054246915 0.80447226891755 0.523963853437316 -0.101355108653962 -0.270048799652635 -0.330467946278816 -0.381222312847243
"t04750_g+1.0_m08p04_sed.fits.sed" 2 2.84857137633387 2.36036859429574 2.6687258432277 1.56381763165615 1.40636604148472 0.778315723561825 0.501980041648039 -0.0990133197720766 -0.274305440283243 -0.343418974459738 -0.389995069042293
"t04750_g+1.0_m10p00_sed.fits.sed" 2 2.87318508696657 2.37032316126371 2.39854380121918 1.57846005466453 1.47165330143826 0.78901962884693 0.499149198878456 -0.0984649376607862 -0.279355203512687 -0.365003735113817 -0.400560500094699
"t04750_g+1.0_m10p04_sed.fits.sed" 2 2.77850744826246 2.26008317744754 2.53196504969969 1.51527300676767 1.38079099344024 0.767352779275377 0.492561493316309 -0.0984986034104054 -0.27786472203104 -0.352403995299149 -0.396452919148402
"t04750_g+1.0_m13p04_sed.fits.sed" 2 2.70195311768008 2.14611004254513 2.34999730880037 1.4650315364739 1.35074218300505 0.757560676370133 0.484304631266241 -0.0984500538559558 -0.283726280400032 -0.365982783278682 -0.406440632278844
"t04750_g+1.0_p00p00_sed.fits.sed" 2 3.38007458717825 3.10340793444545 3.11081751245539 1.99100461879353 1.66246494049378 0.879235321380214 0.57964371227245 -0.100560135803264 -0.245043915270152 -0.31176883211586 -0.352792196111594
"t04750_g+1.0_p00p04_sed.fits.sed" 2 3.36198935538054 3.00280422478033 3.33663318158588 1.93175703453435 1.59908934137628 0.881020778811823 0.586953782916289 -0.111551614543401 -0.270284777688943 -0.314631403330289 -0.374141270615723
"t04750_g+1.0_p02p00_sed.fits.sed" 2 3.53433120876607 3.30241010438209 3.28642243745115 2.11809577324068 1.71952353330511 0.91118933528341 0.608294580851144 -0.103015871561624 -0.239713066419633 -0.302282376412037 -0.346165319243099
"t04750_g+1.0_p02p04_sed.fits.sed" 2 3.55326014512523 3.21686243400192 3.52081671671117 2.06855295595152 1.67553659940374 0.924861946163972 0.623387526155867 -0.118945596470546 -0.275331327341391 -0.312996691669177 -0.377156720920304
"t04750_g+1.5_m01p04_sed.fits.sed" 2 3.13816108203691 2.79038703437434 2.99598179880486 1.7851881006535 1.52019247528181 0.843935584936709 0.569546280505733 -0.108555563437697 -0.271191618934452 -0.330131120495075 -0.380332319718846
"t04750_g+1.5_m03p04_sed.fits.sed" 2 2.98095426333333 2.61108865573342 2.82919825000571 1.67928869648494 1.46191935112124 0.810591104592987 0.541931344884745 -0.103888080221019 -0.269224122683056 -0.332994800933022 -0.380498314643901
"t04750_g+1.5_m05p00_sed.fits.sed" 2 2.92994183690628 2.58815754399437 2.52642848478592 1.66188457297773 1.50625744411423 0.796323480701183 0.515258918574148 -0.0964126323840446 -0.259296866666396 -0.340351890614514 -0.374154849319609
"t04750_g+1.5_m05p04_sed.fits.sed" 2 2.84766056390792 2.4524258646764 2.67377287974631 1.59058202079764 1.41415270539817 0.783624272577462 0.519027490673167 -0.100578105039347 -0.269059285241603 -0.337522746157333 -0.382779165118293
"t04750_g+1.5_m08p04_sed.fits.sed" 2 2.69082410511054 2.25729640012327 2.46344271396187 1.48798919314496 1.3589079531791 0.753694805858139 0.493249535520931 -0.0975572947895387 -0.271138591566164 -0.346246616059815 -0.388590223557443
"t04750_g+1.5_m10p00_sed.fits.sed" 2 2.70941448131899 2.27494277727132 2.2397344887695 1.50145241145787 1.42644226058452 0.75941215962758 0.482677360632088 -0.0957836030634098 -0.272786030059336 -0.360731987766599 -0.393874674859461
"t04750_g+1.5_m10p04_sed.fits.sed" 2 2.61169715613233 2.15416654363253 2.34052480091464 1.43819613500665 1.33191979225047 0.740135048128465 0.481116332819475 -0.0965547627151082 -0.273548410411614 -0.352773967955009 -0.39325222146369
"t04750_g+1.5_m13p04_sed.fits.sed" 2 2.52401308227495 2.03589872590736 2.18050907693495 1.38583765671625 1.30140688339973 0.727325845808821 0.469416917877624 -0.0958750782144762 -0.277670915962247 -0.36275364706384 -0.40063372568801
"t04750_g+1.5_p00p00_sed.fits.sed" 2 3.25179302968117 3.01083096436454 2.89093318683933 1.91388864308099 1.62087839103185 0.859719959172523 0.571960923289339 -0.100106942310404 -0.245873419261436 -0.320041751453203 -0.355929269684879
