"label" "u-r" "F378-r" "F395-r" "F410-r" "F430-r" "g-r" "F515-r" "r-F660" "r-i" "r-F861" "r-z"
"t08250_g+2.0_p02p00_sed.fits.sed" 2 1.33407855328047 0.255789494540615 -0.114008815148836 -0.260344272289529 -0.224000271340742 -0.197799416805324 -0.157739507619986 0.111398281315623 0.207522001784476 0.262788184156499 0.255821448107604
"t08250_g+2.0_p02p04_sed.fits.sed" 2 1.33713364969299 0.265144975002016 -0.0664109233010635 -0.25886790359754 -0.221030415919117 -0.195091720675578 -0.157232051548505 0.111204630678031 0.208254951548426 0.269371663912025 0.259918097816112
"t08250_g+2.5_m01p04_sed.fits.sed" 2 1.321701316078 0.374208610137877 -0.0501264533356149 -0.24291134277005 -0.208145358329027 -0.187911901548766 -0.158022520280205 0.116186736110173 0.199241560310305 0.28124435375522 0.264825390594972
"t08250_g+2.5_m03p04_sed.fits.sed" 2 1.31496345228936 0.366426881485509 -0.0734686702504916 -0.24771502996272 -0.212906095615772 -0.190989048902324 -0.160453484556434 0.115949104864882 0.197385146783681 0.276463622121881 0.260787904885291
"t08250_g+2.5_m05p00_sed.fits.sed" 2 1.31395572056866 0.359581571581849 -0.112820316142965 -0.251796661804811 -0.218791987790283 -0.194789626855147 -0.162822623484054 0.115886770393018 0.194963153171493 0.269151154308396 0.254672701872977
"t08250_g+2.5_m05p04_sed.fits.sed" 2 1.31079289391204 0.358822195238687 -0.0931895461469949 -0.251842948249937 -0.217375256687632 -0.193755243997252 -0.162467678956219 0.115674749216637 0.195793502837184 0.272100059448043 0.256998512984396
"t08250_g+2.5_m08p04_sed.fits.sed" 2 1.30753407779411 0.354399609401455 -0.111690770379795 -0.253647484768734 -0.220521062360312 -0.195273146703158 -0.163616334216947 0.115126884065425 0.193287424389588 0.267021626861663 0.252405201535268
"t08250_g+2.5_m10p00_sed.fits.sed" 2 1.31206575132596 0.353584765324165 -0.131778363340928 -0.255086848742749 -0.22382102082917 -0.196988631774261 -0.164585434622722 0.11520409574554 0.191432708769156 0.262818449435478 0.248519172597064
"t08250_g+2.5_m10p04_sed.fits.sed" 2 1.30769596153353 0.352166702087338 -0.121165991105144 -0.254877466954873 -0.222703596935624 -0.196316852463809 -0.164271500308303 0.114967245358592 0.192049693790914 0.264426852156348 0.249943093533595
"t08250_g+2.5_m13p04_sed.fits.sed" 2 1.30878353430488 0.350693138251991 -0.131024767170707 -0.255789773620521 -0.225289990516934 -0.197336515685507 -0.164722607441 0.114765707573099 0.190438020990612 0.261421146619071 0.246987584766714
"t08250_g+2.5_p00p00_sed.fits.sed" 2 1.3238982437659 0.375562271928359 -0.0738339199529605 -0.24029888976149 -0.207475464621176 -0.187979661986766 -0.156726424059471 0.116533106169371 0.199315452699203 0.278857630093974 0.263646293022106
"t08250_g+2.5_p00p04_sed.fits.sed" 2 1.32567244372408 0.381612325371442 -0.0342433262409045 -0.239069884979756 -0.204724856932479 -0.18566918958259 -0.156378447195181 0.116376064943111 0.200150983715822 0.284291765206419 0.267334761065911
"t08250_g+2.5_p02p00_sed.fits.sed" 2 1.33241842498769 0.385277013631992 -0.0509288983407217 -0.233016866212502 -0.20124133362804 -0.18393556323624 -0.152967116614704 0.116818232130562 0.201386407419001 0.283753421566004 0.268007777707723
"t08250_g+2.5_p02p04_sed.fits.sed" 2 1.33447655304706 0.394749393950939 0.000153430974400237 -0.231170048784421 -0.198138520481081 -0.181175617082012 -0.152808755315114 0.116577409307659 0.202185713377695 0.290323497766273 0.272268200176647
"t08250_g+3.0_m01p04_sed.fits.sed" 2 1.29309433135658 0.495705255230035 0.0286746547474124 -0.2007215105942 -0.174551073758764 -0.167099390402036 -0.14994156300606 0.121187963605024 0.190636756144656 0.294806734735516 0.275268297157822
"t08250_g+3.0_m03p04_sed.fits.sed" 2 1.28556134303354 0.486642399727259 0.00416618258940815 -0.20591022145625 -0.179376563476545 -0.170222017018041 -0.152238860198793 0.120801486103609 0.188574490337182 0.289808409081118 0.271030417997473
"t08250_g+3.0_m05p00_sed.fits.sed" 2 1.28158939495685 0.47749312480628 -0.0377453115703972 -0.209908620008001 -0.185084995848946 -0.173772112077963 -0.154211748380241 0.120386868339125 0.18583215723708 0.281917690173763 0.264472677759869
"t08250_g+3.0_m05p04_sed.fits.sed" 2 1.28038099353522 0.477863841710203 -0.0169111091616116 -0.210476298601243 -0.184015147769394 -0.173068371385035 -0.154194868554008 0.120347687578722 0.186843572034384 0.285281656538828 0.267073206160113
"t08250_g+3.0_m08p04_sed.fits.sed" 2 1.27500976278549 0.470922614844099 -0.0373695253349382 -0.212940881867851 -0.187545674178075 -0.174830259178634 -0.155398273576054 0.119596584948255 0.184150236436594 0.279719677589526 0.262141263142283
"t08250_g+3.0_m10p00_sed.fits.sed" 2 1.27671758289637 0.468441047615457 -0.0585496132796379 -0.213792348337655 -0.19026650746293 -0.176074271364399 -0.155960120812203 0.119300131368881 0.181930231260878 0.274746494385532 0.25775234861252
"t08250_g+3.0_m10p04_sed.fits.sed" 2 1.27386933082209 0.467589301493675 -0.0475163878667217 -0.214109851141842 -0.189566137063196 -0.175744752499149 -0.155946236501705 0.119244094395796 0.182747273509705 0.276759136968622 0.259438765282823
"t08250_g+3.0_m13p04_sed.fits.sed" 2 1.27323715890352 0.464719917398938 -0.0581250813536158 -0.214965284200368 -0.191974770825858 -0.17661764896657 -0.156248094467578 0.118804975206444 0.180890052330653 0.27326338901765 0.256165785631538
"t08250_g+3.0_p00p00_sed.fits.sed" 2 1.29526677348969 0.497348655175081 0.00437497806892395 -0.197194009581047 -0.17324147078439 -0.166683821183248 -0.14825646429712 0.121502992706297 0.190647753648442 0.292368547461543 0.27404541111833
"t08250_g+3.0_p00p04_sed.fits.sed" 2 1.29685495816744 0.503344768354431 0.0452174791257747 -0.196510434490477 -0.171037933409856 -0.164784774019239 -0.148397063232508 0.121458711748879 0.191625117210272 0.297873239686851 0.277859698849703
"t08250_g+3.0_p02p00_sed.fits.sed" 2 1.30485450055409 0.508688780253898 0.0285527205700404 -0.189308294612793 -0.166836888657151 -0.162505305227015 -0.144644854649073 0.121931515307388 0.192872176432232 0.29749494894606 0.27860506321565
"t08250_g+3.0_p02p04_sed.fits.sed" 2 1.30541036940696 0.517765672798873 0.0810511663095284 -0.187609786344808 -0.16395564361035 -0.159911742874172 -0.144822244442338 0.121716687198102 0.193731788783822 0.304031461635383 0.282975545170544
"t08250_g+3.5_m01p04_sed.fits.sed" 2 1.24332060084392 0.593937010468608 0.11483814368831 -0.148956449585008 -0.134602246582034 -0.1417933313246 -0.139248765335175 0.12546512781217 0.17984173065706 0.29842758409864 0.281661810079001
"t08250_g+3.5_m03p04_sed.fits.sed" 2 1.2350983589209 0.584162064078328 0.0902991109986573 -0.153796884875383 -0.138956838288308 -0.144555202446128 -0.141205520163723 0.124877310988467 0.177468009119067 0.2931998783843 0.277191050062868
"t08250_g+3.5_m05p00_sed.fits.sed" 2 1.22900444340398 0.573360759864983 0.0470998508833702 -0.157083759490511 -0.143840674042579 -0.147422511143489 -0.142477966778216 0.124044818858337 0.174374355609359 0.284945392485476 0.270301092271445
"t08250_g+3.5_m05p04_sed.fits.sed" 2 1.22923533723501 0.574734677225337 0.0687207312327516 -0.158272047785815 -0.143339703068513 -0.147151574977613 -0.142854480377153 0.124218001877473 0.175523938252624 0.288557346232217 0.273069548303987
"t08250_g+3.5_m08p04_sed.fits.sed" 2 1.22210549809686 0.566086783973944 0.0471126930194501 -0.160963780622666 -0.146886700014718 -0.148919130071057 -0.144035845892063 0.123255859039659 0.172651962674969 0.282726134954956 0.267899177901036
"t08250_g+3.5_m10p00_sed.fits.sed" 2 1.22081286700765 0.561645859945955 0.0249074113856338 -0.160960975051715 -0.148732895473643 -0.149496165221294 -0.144082012559302 0.122516764431353 0.170115134890217 0.277288462445846 0.263126320279284
"t08250_g+3.5_m10p04_sed.fits.sed" 2 1.21955323823461 0.561672986102614 0.036377312902431 -0.161923049369349 -0.148588066660878 -0.14959190772376 -0.144398267731653 0.122656795839873 0.171065323260777 0.279563187932737 0.265000532179968
"t08250_g+3.5_m13p04_sed.fits.sed" 2 1.21705313463065 0.5573425600261 0.0252580716494606 -0.162272821916048 -0.150402559503583 -0.150026910996878 -0.144398847579531 0.121943489922266 0.16899826302776 0.275765547605765 0.261470373509965
"t08250_g+3.5_p00p00_sed.fits.sed" 2 1.24636922123238 0.595880713791438 0.090371741301027 -0.144589917705574 -0.132599268051472 -0.140869121311667 -0.137137001207712 0.125819668446461 0.179809992817212 0.295996450985712 0.280462047324697
"t08250_g+3.5_p00p04_sed.fits.sed" 2 1.24704924068249 0.601840004150468 0.13177112647373 -0.14472352542623 -0.131229627432994 -0.139610884784972 -0.137860516865523 0.12588822260031 0.180966002207441 0.301510782014901 0.284366953808394
"t08250_g+3.5_p02p00_sed.fits.sed" 2 1.25718114135642 0.608406750997688 0.114845632192313 -0.136733598489982 -0.126432530152499 -0.136910868724328 -0.133873109697511 0.126536654300658 0.182376383001014 0.301450306000987 0.285346904281148
"t08250_g+3.5_p02p04_sed.fits.sed" 2 1.25577932586101 0.617161313239009 0.168360351497789 -0.135476654539026 -0.124116484378234 -0.13473148038581 -0.13447431677023 0.126308733738327 0.183241889497765 0.307759800907888 0.28969674522574
"t08250_g+4.0_m01p04_sed.fits.sed" 2 1.17735162087424 0.663026413049295 0.205541153761367 -0.082231946094808 -0.082785025463572 -0.1084180277944 -0.123571963253035 0.128961561056087 0.167691317281026 0.294096315978763 0.284240267790722
"t08250_g+4.0_m03p04_sed.fits.sed" 2 1.16862897916911 0.65209593231031 0.181019206759267 -0.0855253728346312 -0.0856722472128126 -0.110202331869786 -0.124888685742853 0.12823997875573 0.165185261525167 0.288648929710156 0.279555071398867
"t08250_g+4.0_m05p00_sed.fits.sed" 2 1.16178339899258 0.639958201760663 0.137469822017543 -0.0866429546593466 -0.0883589387596473 -0.111606111127259 -0.12525576970075 0.127181358680311 0.161912270208042 0.280304636224216 0.272623342948364
"t08250_g+4.0_m05p04_sed.fits.sed" 2 1.16228141454205 0.64213521454181 0.159655201038341 -0.0885529586564999 -0.0886226326479473 -0.111861264794406 -0.126033906261156 0.12740118098327 0.163051000269697 0.283887853556223 0.2753070248516
"t08250_g+4.0_m08p04_sed.fits.sed" 2 1.15398011136449 0.631790334727469 0.137283730497835 -0.0900530357284524 -0.0908645698901012 -0.112804102468971 -0.126754219074499 0.126279287009098 0.160091358636606 0.277907225553257 0.270018633510972
"t08250_g+4.0_m10p00_sed.fits.sed" 2 1.15048713030146 0.62529438405457 0.113566947491599 -0.0892246653516793 -0.0917691338941253 -0.11280293024025 -0.126481003320372 0.125368107076028 0.157635740202558 0.272435176358179 0.265283821210581
"t08250_g+4.0_m10p04_sed.fits.sed" 2 1.15040166006714 0.626384569930934 0.125888040704041 -0.090553258692438 -0.0919858281846118 -0.113127405922285 -0.126907086173063 0.125581352781964 0.158486187000875 0.274703676499101 0.267086391622549
"t08250_g+4.0_m13p04_sed.fits.sed" 2 1.14631712393316 0.620591607456383 0.113810987105047 -0.090239956303563 -0.0930038739099359 -0.11310870225617 -0.126742722938609 0.124743508655975 0.156451433854365 0.27084198935605 0.263537730988652
"t08250_g+4.0_p00p00_sed.fits.sed" 2 1.18203022432447 0.665619528136745 0.181273252060024 -0.0774845471234187 -0.0803675728748914 -0.107255633444254 -0.121359998140434 0.129455514161464 0.167706835707207 0.29181535678142 0.283208583203461
"t08250_g+4.0_p00p04_sed.fits.sed" 2 1.18094193751158 0.670812615890092 0.222356000661243 -0.0785799635079343 -0.0799718052646057 -0.106590003245344 -0.122426203708706 0.129412756899903 0.168837360890727 0.297045000441763 0.286929287765041
"t08250_g+4.0_p02p00_sed.fits.sed" 2 1.19375452546831 0.679611615585159 0.205814016257897 -0.0711976377567893 -0.0757180454424145 -0.104330720945555 -0.11880866702046 0.130388208458406 0.170464062901289 0.2975033211588 0.288346565029457
"t08250_g+4.0_p02p04_sed.fits.sed" 2 1.18989718901219 0.686830737102113 0.258541031571056 -0.0712996954369771 -0.074677112508553 -0.102930488202553 -0.119825258761104 0.129988549122615 0.171276730157658 0.303289167768568 0.292414012602116
"t08250_g+4.5_m01p04_sed.fits.sed" 2 1.09528124447868 0.703738653528141 0.285032185954968 -0.00941077014857683 -0.0237568896314713 -0.0700646268240206 -0.103588912805691 0.130877697609996 0.153745428803887 0.281936494882736 0.281811326366785
"t08250_g+4.5_m03p04_sed.fits.sed" 2 1.08558498822357 0.691982611712724 0.259320586069904 -0.0136671613650492 -0.0271762465450109 -0.072059297195139 -0.104783949088301 0.129851764947553 0.150919547368453 0.27583744044837 0.276540636668116
"t08250_g+4.5_m05p00_sed.fits.sed" 2 1.07801800466284 0.679432908757413 0.214078910887984 -0.0157824829188513 -0.0302612866195062 -0.0736664906076214 -0.105088544468607 0.128634405482707 0.147404610526955 0.266961368845536 0.26925208163334
"t08250_g+4.5_m05p04_sed.fits.sed" 2 1.07822368206571 0.681656048386962 0.237108282459715 -0.0173764860656789 -0.0304330991859558 -0.0738240470178013 -0.105774236661901 0.128759117162751 0.148497183394916 0.270619537112488 0.271864974718675
"t08250_g+4.5_m08p04_sed.fits.sed" 2 1.06782173662329 0.670156122586476 0.212989806694196 -0.0201594111932692 -0.0333162466341008 -0.0750972828457037 -0.106497701515906 0.127246360346291 0.145148314359879 0.263866070021379 0.265903675870213
"t08250_g+4.5_m10p00_sed.fits.sed" 2 1.06234134199831 0.662544527299147 0.187093887295752 -0.0205851546739169 -0.0350556312453776 -0.0755847006318859 -0.10634122475205 0.126092612494155 0.142578168185103 0.257970027751831 0.260875757174496
"t08250_g+4.5_m10p04_sed.fits.sed" 2 1.06286340923599 0.664111222925804 0.200514437045577 -0.0214418967058307 -0.0348705522182442 -0.0756705047324644 -0.106724609987474 0.126348262283067 0.143349765510791 0.260280041717181 0.262635638807701
"t08250_g+4.5_m13p04_sed.fits.sed" 2 1.05655950618354 0.657177035497753 0.186870438780417 -0.0221609840921246 -0.0365302619814969 -0.0759848100947238 -0.106639839225714 0.125163412335667 0.141065223806009 0.255850226857092 0.258601277289159
"t08250_g+4.5_p00p00_sed.fits.sed" 2 1.10241945536753 0.70716662335122 0.261170907621995 -0.00407720066124284 -0.0207947043926353 -0.068618199167183 -0.101345986246315 0.131722482901608 0.153962568308856 0.279905631669699 0.281137623768636
"t08250_g+4.5_p00p04_sed.fits.sed" 2 1.09925551556679 0.711481337951334 0.302006107417732 -0.00577053169351416 -0.0210605180496017 -0.0683661452553679 -0.102560207238746 0.13147766192133 0.15508190028153 0.285120134311633 0.284733783816314
"t08250_g+4.5_p02p00_sed.fits.sed" 2 1.11586789166353 0.722250202307606 0.287197236141047 0.00314831000621041 -0.0155908021006042 -0.0655008051072343 -0.0990435656624129 0.133072650778118 0.157130657947256 0.28633645505694 0.286976334772298
"t08250_g+4.5_p02p04_sed.fits.sed" 2 1.1095809200718 0.728143299651002 0.339144568836886 0.00210791485169182 -0.0154652787149772 -0.0647053296307547 -0.100319250925551 0.13249826387613 0.157987764525352 0.292074044895458 0.290915437545756
"t08500_g+1.5_m01p04_sed.fits.sed" 2 1.16954834887513 0.0786490682440046 -0.18618125443659 -0.267599625874524 -0.236163196567638 -0.203276593713156 -0.162008570289814 0.10165758401596 0.214822024320689 0.24706546151382 0.260238852718047
"t08500_g+1.5_m03p04_sed.fits.sed" 2 1.1704542323973 0.0762615925848564 -0.196371303765865 -0.269656718004335 -0.239078543604215 -0.205056324976802 -0.164218273248039 0.101538204435698 0.213196763821038 0.243670385842108 0.256679897355312
"t08500_g+1.5_m05p00_sed.fits.sed" 2 1.17910995005013 0.0735697393049293 -0.214879741876068 -0.272686451910396 -0.243728276339745 -0.208082190747746 -0.166921101666887 0.101975935082663 0.211769678568537 0.239415335033009 0.252198085879186
"t08500_g+1.5_m05p04_sed.fits.sed" 2 1.17140421133202 0.0736877766202184 -0.203924157859966 -0.270217530817298 -0.240724424504641 -0.205890679724419 -0.165472147779795 0.101313019839075 0.211669195824825 0.24042079563575 0.253423305692898
"t08500_g+1.5_m08p04_sed.fits.sed" 2 1.17560353826879 0.0721243617335716 -0.213365820958501 -0.272479435547694 -0.244243415554756 -0.207797749305264 -0.1671197094348 0.101330038156448 0.210095964318796 0.237300235297376 0.249726999373067
"t08500_g+1.5_m10p00_sed.fits.sed" 2 1.18190871770776 0.0700781014601759 -0.224559748402577 -0.274888104626271 -0.248268825053394 -0.20998589090312 -0.16863792576099 0.101622567123691 0.209172519543273 0.234731667990168 0.246768271597425
"t08500_g+1.5_m10p04_sed.fits.sed" 2 1.1776569790652 0.0710448083075477 -0.21773727949838 -0.273112814493601 -0.24587112906778 -0.208484594650592 -0.167627506943525 0.10125880978611 0.209156666552403 0.23542063244571 0.247609838952421
"t08500_g+1.5_m13p04_sed.fits.sed" 2 1.17975049070129 0.0704837114874053 -0.222047907321603 -0.273378998907212 -0.247487617663772 -0.208961487959236 -0.167845001261121 0.100986623943605 0.207713049608635 0.233094604428409 0.244943495426142
"t08500_g+1.5_p00p00_sed.fits.sed" 2 1.17685414133491 0.0797080078933234 -0.197742761917681 -0.267977956244579 -0.237143504429632 -0.204465987157526 -0.162057449371815 0.102333659519786 0.215541064056119 0.246570580514316 0.260105931932976
"t08500_g+1.5_p00p04_sed.fits.sed" 2 1.17202976433742 0.0816043387630643 -0.180989654789599 -0.268262737959532 -0.235953477832346 -0.203326746182491 -0.161277035718484 0.102118252322782 0.21607032076745 0.249864553805544 0.262585049877515
"t08500_g+1.5_p02p00_sed.fits.sed" 2 1.17759250395742 0.0830934564825299 -0.187817687279804 -0.265018303332511 -0.233460124909477 -0.202248035996277 -0.158623747736314 0.102563402717905 0.217420528011075 0.250228950158203 0.26405406280459
"t08500_g+2.0_m01p04_sed.fits.sed" 2 1.219846549454 0.161987465535702 -0.185483944883735 -0.299934457008497 -0.259782990490734 -0.221762971704585 -0.175031721087215 0.111895162497468 0.217665097530308 0.272978305258697 0.27084642700251
"t08500_g+2.0_m03p04_sed.fits.sed" 2 1.2193648559079 0.159980176399408 -0.197456692870468 -0.301401581040324 -0.262181975593116 -0.223139490924751 -0.176797510244107 0.111661980889203 0.215814057093581 0.2691895545778 0.267135510597761
"t08500_g+2.0_m05p00_sed.fits.sed" 2 1.22910115695274 0.159328570948674 -0.219424659136614 -0.303812460485098 -0.266311828817017 -0.225809501433012 -0.179031663403329 0.112066283899033 0.213945833080658 0.264374719798006 0.262264865893258
"t08500_g+2.0_m05p04_sed.fits.sed" 2 1.22058211350283 0.157266807775706 -0.207412875049613 -0.302558706705327 -0.264332203246106 -0.22429288756765 -0.178062000250627 0.111450062196447 0.214235850070601 0.265677276077135 0.263720685512702
"t08500_g+2.0_m08p04_sed.fits.sed" 2 1.22472613769319 0.157261343424175 -0.217669127726175 -0.303786428712293 -0.26699459428545 -0.225553744652224 -0.179209938807851 0.111404625890628 0.21231865203913 0.262206016228298 0.259905728248036
"t08500_g+2.0_m10p00_sed.fits.sed" 2 1.23289682612034 0.157432181532428 -0.230437159156168 -0.305475515372166 -0.270314570764967 -0.227319538616904 -0.180368766503598 0.111702015439974 0.211090249131551 0.259412380116181 0.256760718734334
"t08500_g+2.0_m10p04_sed.fits.sed" 2 1.22734426333292 0.156814930876571 -0.222848437164721 -0.304260163581915 -0.268456096273326 -0.226148648241676 -0.179611829061898 0.111329550202079 0.211279493120649 0.260198321980894 0.257718159108975
"t08500_g+2.0_m13p04_sed.fits.sed" 2 1.23092850364096 0.15694188315323 -0.228421897162235 -0.304613693787026 -0.270399098849119 -0.226822265949131 -0.179956892071992 0.111232425662848 0.210031337039815 0.257917986870503 0.255119819607899
"t08500_g+2.0_p00p00_sed.fits.sed" 2 1.22703283322089 0.163837781041806 -0.199825063229468 -0.299783021420076 -0.260539222182167 -0.222811071596304 -0.174889208490718 0.112582367365292 0.218191924855184 0.272061821066231 0.27037642388202
"t08500_g+2.0_p00p04_sed.fits.sed" 2 1.22232158621573 0.166458153110739 -0.177083554144616 -0.299131555267188 -0.258478063439185 -0.22108291826639 -0.174122841166124 0.112300292655171 0.21885774370012 0.276088601102046 0.273440663171726
"t08500_g+2.0_p02p00_sed.fits.sed" 2 1.22905411836785 0.167168767889684 -0.187711440028025 -0.296568410656917 -0.256878157194755 -0.220649269598326 -0.171766184222982 0.112845543056302 0.220261260107456 0.27604108978111 0.274432448018132
"t08500_g+2.5_m01p04_sed.fits.sed" 2 1.23221114944368 0.284860218176959 -0.136521727497104 -0.288014330568416 -0.248321089087177 -0.216155226276506 -0.175268712295065 0.119202030705544 0.214037064778914 0.296178917311636 0.283470513331068
"t08500_g+2.5_m03p04_sed.fits.sed" 2 1.22984329025398 0.281983417652597 -0.150438591231129 -0.289448010474359 -0.250628126639825 -0.217440116670907 -0.176763097768088 0.118814049473578 0.212009740385106 0.2918951856619 0.279504254186143
"t08500_g+2.5_m05p00_sed.fits.sed" 2 1.23826776794668 0.282502881310378 -0.174629733403016 -0.290822729240404 -0.254054636417159 -0.219553973148976 -0.178469735363265 0.119090942130249 0.209780591192533 0.28645058268571 0.274231999206222
"t08500_g+2.5_m05p04_sed.fits.sed" 2 1.23028540227647 0.27881393506533 -0.162163363251111 -0.290833142889475 -0.252965980216793 -0.218680941485573 -0.177950630877184 0.118504828772807 0.210349166142827 0.288088533369447 0.275911064681345
"t08500_g+2.5_m08p04_sed.fits.sed" 2 1.23372656612291 0.279509497207485 -0.173408600718439 -0.29166843347695 -0.25543288250725 -0.219832807520355 -0.179024543238228 0.118445257191794 0.208304129557902 0.284424462599098 0.272014208101837
"t08500_g+2.5_m10p00_sed.fits.sed" 2 1.24237082730119 0.28174993059789 -0.186478780681377 -0.292222851170067 -0.257903305258722 -0.221007364360801 -0.179820491281802 0.118813455427684 0.206779094822622 0.281463108816354 0.268752474887094
"t08500_g+2.5_m10p04_sed.fits.sed" 2 1.23648820314146 0.279654539601601 -0.178971279871661 -0.291874879859932 -0.25677414164997 -0.220319017329366 -0.179350186695387 0.118399544988705 0.207189217737742 0.28239739088837 0.269823035510939
"t08500_g+2.5_m13p04_sed.fits.sed" 2 1.24002321137441 0.280437252558848 -0.184809756051216 -0.291752984403523 -0.258423506535813 -0.22076693085824 -0.179546956885282 0.118290902691328 0.20577942730025 0.280026897427199 0.267177625332117
"t08500_g+2.5_p00p00_sed.fits.sed" 2 1.23754677813089 0.286977091078306 -0.152481400101422 -0.286572819033978 -0.248228190502829 -0.216500055905001 -0.174528951446888 0.119670546688369 0.214189660943887 0.294605086103005 0.282563168543874
"t08500_g+2.5_p00p04_sed.fits.sed" 2 1.23443426514615 0.290560719386377 -0.12558008937436 -0.285835935963988 -0.245950603076608 -0.214693941775799 -0.173997564512867 0.119502096144807 0.214986734960057 0.299205557758178 0.286057506803679
"t08500_g+2.5_p02p00_sed.fits.sed" 2 1.24068544819769 0.291088797924672 -0.138314745831885 -0.282723286763215 -0.244213841445635 -0.214016256125774 -0.17143400534318 0.119960128599047 0.216240661979754 0.29882500641822 0.286720271948354
"t08500_g+2.5_p02p04_sed.fits.sed" 2 1.24096942728064 0.30053137741583 -0.101403158702972 -0.281129963873248 -0.241141024659548 -0.211592772140243 -0.171003752149595 0.120015065870163 0.21712469821167 0.30516851829568 0.291184970648409
"t08500_g+3.0_m01p04_sed.fits.sed" 2 1.21820834709293 0.412108912691373 -0.0629702468208322 -0.253774852300637 -0.220294495507524 -0.199474020093859 -0.170056801677269 0.125961933623721 0.207320173518745 0.312894649832124 0.29519982117958
"t08500_g+3.0_m03p04_sed.fits.sed" 2 1.21473678087908 0.407062566403177 -0.0799436257719819 -0.256747273282365 -0.223789147895623 -0.201634860786839 -0.171918955836119 0.125621874934517 0.205397699281065 0.308375305661123 0.291090100152708
"t08500_g+3.0_m05p00_sed.fits.sed" 2 1.21953179781118 0.405775392772235 -0.106426996245339 -0.256972819628594 -0.226282038506881 -0.202963694258933 -0.1729017907887 0.125396829782673 0.202606871030888 0.301759701473507 0.285069940799005
"t08500_g+3.0_m05p04_sed.fits.sed" 2 1.21347806365935 0.402549113527371 -0.0929730645957179 -0.257842100425748 -0.225765035271337 -0.202567393857436 -0.172768175703212 0.125041500358968 0.203511985748101 0.304148378882147 0.287199423804665
"t08500_g+3.0_m08p04_sed.fits.sed" 2 1.21487793631999 0.401652042572259 -0.105585575841189 -0.258650792811032 -0.22815344809262 -0.203664660126194 -0.173758190703403 0.124777436117228 0.20120230988978 0.299808323465051 0.282924987935836
"t08500_g+3.0_m10p00_sed.fits.sed" 2 1.22205613376855 0.403970531209026 -0.119330428994687 -0.258531960254459 -0.230043628550355 -0.204450911132973 -0.174261279336065 0.12493979788519 0.199295488305843 0.296198383289209 0.279293167771478
"t08500_g+3.0_m10p04_sed.fits.sed" 2 1.21690156087844 0.401356661465933 -0.111763820095192 -0.25887421362625 -0.229491949429921 -0.204142187376526 -0.174040856234072 0.124631341473972 0.199934058586209 0.297472173416466 0.280560688091086
"t08500_g+3.0_m13p04_sed.fits.sed" 2 1.21970193451748 0.401981431031004 -0.117937004573548 -0.25849677942994 -0.230949750545733 -0.204474228991096 -0.17418314138289 0.124466435306182 0.198337040193728 0.294850708427695 0.277792576820111
"t08500_g+3.0_p00p00_sed.fits.sed" 2 1.22196616651074 0.413820357253762 -0.0807222149968396 -0.251496698516299 -0.219702342357685 -0.199394171619602 -0.168886789850433 0.126289105194033 0.207303395985406 0.310899844300131 0.294005573887119
"t08500_g+3.0_p00p04_sed.fits.sed" 2 1.22053208297069 0.418530369666328 -0.0503721526384808 -0.250862753831946 -0.217481297324056 -0.197696956533584 -0.168734567241451 0.12631086466142 0.208256057180236 0.315888889889436 0.29783963059031
"t08500_g+3.0_p02p00_sed.fits.sed" 2 1.2267170492315 0.420059873202888 -0.0643926203017102 -0.246811095734863 -0.215235527625055 -0.196581612155889 -0.165859041502912 0.126680920086464 0.20946664964243 0.315601875404056 0.29845799119073
"t08500_g+3.0_p02p04_sed.fits.sed" 2 1.22692394031792 0.429764116780227 -0.0234031019384062 -0.244891078195799 -0.211998617844152 -0.194049573255178 -0.165680809707929 0.12681182837057 0.210334366201231 0.321739856641749 0.30299470019407
"t08500_g+3.5_m01p04_sed.fits.sed" 2 1.18380951032552 0.525697576458739 0.0245867255431662 -0.206672432309951 -0.1836170028106 -0.176944880382578 -0.161938776241826 0.132599753946891 0.198400110792512 0.321370436314886 0.304413623457542
"t08500_g+3.5_m03p04_sed.fits.sed" 2 1.17907130530888 0.518924664401148 0.00595437939828258 -0.209963352790787 -0.187235928773866 -0.17915533450374 -0.163711664678523 0.132057282813427 0.196303899006558 0.316545430594552 0.300069552209578
"t08500_g+3.5_m05p00_sed.fits.sed" 2 1.18027000276256 0.514312436098741 -0.0243027371143896 -0.210593066413047 -0.189980686043782 -0.180526934793122 -0.164389002337323 0.131379997585292 0.193168650630788 0.309057311718043 0.293407459115912
"t08500_g+3.5_m05p04_sed.fits.sed" 2 1.17660757971276 0.512665019857039 -0.00946210355128585 -0.212192056013144 -0.190032324158643 -0.180641030686509 -0.164767183983137 0.131340927084871 0.194351301908661 0.312133527431769 0.295977517931355
"t08500_g+3.5_m08p04_sed.fits.sed" 2 1.17532859511845 0.509127534709158 -0.0236658378171128 -0.21285757117942 -0.192152480171821 -0.181480153635825 -0.165452855774582 0.130656755820155 0.191701081459065 0.307022647293039 0.291192394721058
"t08500_g+3.5_m10p00_sed.fits.sed" 2 1.17953608151736 0.509381084406371 -0.0388030376845663 -0.212214681691208 -0.193518656872705 -0.181838530818226 -0.165529284017097 0.130400325222922 0.189375060598799 0.302466821746343 0.286938768972703
